type	tident	ident	Latitude	Longitude	y_proj	x_proj	comment	new_trk	new_seg	display	color	altitude	depth	temp	time	model	filename	ltime	desc	link
TRACK	2026-07-14 17:34:33	T1	-0.6277117599	-76.146982871	9930604.96535463	372368.551306117		False	False			240.49			2026/07/14 13:31:04+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:31:04		
TRACK	2026-07-14 17:34:33	T1	-0.627686698	-76.1470110342	9930607.73532222	372365.416394061		False	False			239.31			2026/07/14 13:31:24+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:31:24		
TRACK	2026-07-14 17:34:33	T1	-0.6276896317	-76.1470605712	9930607.40978517	372359.903454021		False	False			238.47			2026/07/14 13:31:44+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:31:44		
TRACK	2026-07-14 17:34:33	T1	-0.6277062278	-76.1470976193	9930605.57414076	372355.780744621		False	False			242.33			2026/07/14 13:32:04+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:32:04		
TRACK	2026-07-14 17:34:33	T1	-0.627699187	-76.1471140478	9930606.35211759	372353.952233317		False	False			241.99			2026/07/14 13:32:24+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:32:24		
TRACK	2026-07-14 17:34:33	T1	-0.6277002767	-76.1471182387	9930606.23154623	372353.485851218		False	False			243.03			2026/07/14 13:32:44+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:32:44		
TRACK	2026-07-14 17:34:33	T1	-0.6277197227	-76.1471135449	9930604.08185731	372354.008699473		False	False			242.43			2026/07/14 13:33:04+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:33:04		
TRACK	2026-07-14 17:34:33	T1	-0.6277507357	-76.1470605712	9930600.6545866	372359.904935843		False	False			241.72			2026/07/14 13:33:24+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:33:24		
TRACK	2026-07-14 17:34:33	T1	-0.6277386658	-76.1470307317	9930601.98967242	372363.225504223		False	False			243.07			2026/07/14 13:33:44+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:33:44		
TRACK	2026-07-14 17:34:33	T1	-0.627712179	-76.1470456515	9930604.91748952	372361.564425792		False	False			242.92			2026/07/14 13:34:04+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:34:04		
TRACK	2026-07-14 17:34:33	T1	-0.6276996899	-76.1470634211	9930606.29775667	372359.586530345		False	False			243.11			2026/07/14 13:34:24+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:34:24		
TRACK	2026-07-14 17:34:33	T1	-0.6277017854	-76.1470772512	9930606.06575633	372358.047418582		False	False			243.63			2026/07/14 13:34:44+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:34:44		
TRACK	2026-07-14 17:34:33	T1	-0.6276956666	-76.1470755748	9930606.74224576	372358.23383806		False	False			244.39			2026/07/14 13:35:04+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:35:04		
TRACK	2026-07-14 17:34:33	T1	-0.6276901346	-76.1470784247	9930607.35375249	372357.916536321		False	False			244.07			2026/07/14 13:35:24+00	garmin GPSMAP 65 Software Version 460		2026/07/14 08:35:24		
