type	tident	ident	Latitude	Longitude	y_proj	x_proj	comment	new_trk	new_seg	display	color	altitude	depth	temp	time	model	filename	ltime	desc	link
TRACK	2026-06-30 17:47:22	T1	-0.6279917993	-76.1496411078	9930573.94131221	372072.720745677		False	False			222.66			2026/06/30 12:48:39+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:48:39		
TRACK	2026-06-30 17:47:22	T1	-0.6280462816	-76.1495862063	9930567.91949748	372078.8321062		False	False			224.94			2026/06/30 12:48:59+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:48:59		
TRACK	2026-06-30 17:47:22	T1	-0.6280591059	-76.1495983601	9930566.50144056	372077.479811092		False	False			225.18			2026/06/30 12:49:20+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:49:20		
TRACK	2026-06-30 17:47:22	T1	-0.6280550826	-76.1496057361	9930566.94604618	372076.658831805		False	False			225.36			2026/06/30 12:49:40+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:49:40		
TRACK	2026-06-30 17:47:22	T1	-0.6280182023	-76.1495436262	9930571.02477868	372083.570199716		False	False			228.22			2026/06/30 12:50:00+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:50:00		
TRACK	2026-06-30 17:47:22	T1	-0.6280472875	-76.1495965999	9930567.80803822	372077.675417888		False	False			229.18			2026/06/30 12:50:20+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:50:20		
TRACK	2026-06-30 17:47:22	T1	-0.6280298531	-76.1496250983	9930569.73475843	372074.503382212		False	False			230.88			2026/06/30 12:50:40+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:50:40		
TRACK	2026-06-30 17:47:22	T1	-0.6279772148	-76.1496417783	9930575.55364987	372072.645770515		False	False			233.04			2026/06/30 12:51:00+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:51:00		
TRACK	2026-06-30 17:47:22	T1	-0.6280246563	-76.1496682651	9930570.30822136	372069.699185055		False	False			235.43			2026/06/30 12:51:20+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:51:20		
TRACK	2026-06-30 17:47:22	T1	-0.6280047074	-76.1496224161	9930572.51474603	372074.80127513		False	False			237.1			2026/06/30 12:51:40+00	garmin GPSMAP 64 Software Version 300		2026/06/30 07:51:40		
