type	tident	ident	Latitude	Longitude	y_proj	x_proj	comment	new_trk	new_seg	display	color	altitude	depth	temp	time	model	filename	ltime	desc	link
TRACK	2026-07-14 17:35:02	T1	-0.6276851054	-76.1471011396	9930607.9091885	372355.388455462		False	False			237.72			2026/07/14 13:18:11+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:18:11		
TRACK	2026-07-14 17:35:02	T1	-0.6277001929	-76.1471128743	9930606.24094149	372354.082857441		False	False			237.83			2026/07/14 13:18:30+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:18:30		
TRACK	2026-07-14 17:35:02	T1	-0.6276675034	-76.1471001338	9930609.85515778	372355.499964879		False	False			237.67			2026/07/14 13:18:51+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:18:51		
TRACK	2026-07-14 17:35:02	T1	-0.6276632287	-76.1470391974	9930610.32922397	372362.281520586		False	False			237.82			2026/07/14 13:19:11+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:19:11		
TRACK	2026-07-14 17:35:02	T1	-0.6277027912	-76.1470913328	9930605.95421888	372356.480290757		False	False			237.8			2026/07/14 13:19:31+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:19:31		
TRACK	2026-07-14 17:35:02	T1	-0.62767094	-76.1470614932	9930609.4761764	372359.800390664		False	False			237.25			2026/07/14 13:19:51+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:19:51		
TRACK	2026-07-14 17:35:02	T1	-0.6277043	-76.1471003853	9930605.7871963	372355.472867577		False	False			238.16			2026/07/14 13:20:11+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:20:11		
TRACK	2026-07-14 17:35:02	T1	-0.6276756339	-76.1471342482	9930608.95547805	372351.703543869		False	False			239.4			2026/07/14 13:20:31+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:20:31		
TRACK	2026-07-14 17:35:02	T1	-0.6276456267	-76.1470780894	9930612.27421931	372357.952772839		False	False			240.61			2026/07/14 13:20:51+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:20:51		
TRACK	2026-07-14 17:35:02	T1	-0.6276237499	-76.14709544	9930614.69233024	372356.021280573		False	False			240.48			2026/07/14 13:21:11+00	garmin GPSMAP 64 Software Version 300		2026/07/14 08:21:11		
