type	tident	ident	Latitude	Longitude	y_proj	x_proj	comment	new_trk	new_seg	display	color	altitude	depth	temp	time	model	filename	ltime	desc	link
TRACK	2026-06-30 17:48:08	T1	-0.6284870859	-76.1497211549	9930519.18414074	372063.824282936		False	False			219.14			2026/06/30 12:40:54+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:40:54		
TRACK	2026-06-30 17:48:08	T1	-0.6284860801	-76.1496086698	9930519.29809019	372076.342822238		False	False			218.63			2026/06/30 12:41:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:41:35		
TRACK	2026-06-30 17:48:08	T1	-0.6284111459	-76.1497907247	9930527.57779949	372056.07995152		False	False			221.42			2026/06/30 12:41:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:41:55		
TRACK	2026-06-30 17:48:08	T1	-0.6284280773	-76.1498273537	9930525.70509211	372052.003890308		False	False			220.92			2026/06/30 12:42:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:42:15		
TRACK	2026-06-30 17:48:08	T1	-0.6284343638	-76.1498133559	9930525.01044622	372053.561870636		False	False			220.56			2026/06/30 12:42:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:42:35		
TRACK	2026-06-30 17:48:08	T1	-0.6284325197	-76.1498193908	9930525.21416839	372052.890196489		False	False			219.69			2026/06/30 12:42:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:42:55		
TRACK	2026-06-30 17:48:08	T1	-0.628431933	-76.1497633997	9930525.2804013	372059.121480354		False	False			218.66			2026/06/30 12:43:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:43:15		
TRACK	2026-06-30 17:48:08	T1	-0.6283270754	-76.1497703567	9930536.87250939	372058.34467822		False	False			220.3			2026/06/30 12:43:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:43:35		
TRACK	2026-06-30 17:48:08	T1	-0.628290195	-76.1497619748	9930540.94993817	372059.276609832		False	False			221.73			2026/06/30 12:43:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:43:55		
TRACK	2026-06-30 17:48:08	T1	-0.6282260735	-76.1497200653	9930548.03976194	372063.939194585		False	False			225.73			2026/06/30 12:44:14+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:44:14		
TRACK	2026-06-30 17:48:08	T1	-0.6281900313	-76.1497709434	9930552.02307426	372058.276049721		False	False			226.35			2026/06/30 12:44:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:44:35		
TRACK	2026-06-30 17:48:08	T1	-0.6281338725	-76.1497599632	9930558.23184352	372059.496679695		False	False			227.55			2026/06/30 12:44:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:44:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280837487	-76.1497861985	9930563.77251669	372056.575711041		False	False			228.27			2026/06/30 12:45:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:45:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280589383	-76.1497905571	9930566.51526379	372056.090035187		False	False			227.04			2026/06/30 12:45:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:45:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280608661	-76.1497429479	9930566.30330617	372061.388551618		False	False			224.51			2026/06/30 12:45:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:45:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280356366	-76.1497525871	9930569.09225654	372060.315183026		False	False			224.73			2026/06/30 12:46:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:46:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280274224	-76.149714198	9930570.00129739	372064.587339777		False	False			224.95			2026/06/30 12:46:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:46:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280199625	-76.1497350689	9930570.82549765	372062.264417648		False	False			224.53			2026/06/30 12:46:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:46:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280201301	-76.1497060675	9930570.80767902	372065.492012887		False	False			224.39			2026/06/30 12:47:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:47:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280601956	-76.1496661697	9930566.37931139	372069.933248209		False	False			223.98			2026/06/30 12:47:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:47:35		
TRACK	2026-06-30 17:48:08	T1	-0.628107721	-76.1496031377	9930561.12679905	372076.949290092		False	False			223.94			2026/06/30 12:47:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:47:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280698348	-76.1495718732	9930565.31598143	372080.427822087		False	False			224.93			2026/06/30 12:48:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:48:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280615367	-76.1495766509	9930566.2332408	372079.895905921		False	False			226.47			2026/06/30 12:48:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:48:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280329544	-76.1495918222	9930569.3927163	372078.206783738		False	False			227.22			2026/06/30 12:48:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:48:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280523166	-76.1495985277	9930567.25201106	372077.460993644		False	False			227.72			2026/06/30 12:49:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:49:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280413363	-76.1496151239	9930568.46550525	372075.613721105		False	False			226.9			2026/06/30 12:49:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:49:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280321162	-76.1495931633	9930569.48534864	372078.057511171		False	False			226.86			2026/06/30 12:49:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:49:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280573457	-76.1496047303	9930566.69587926	372076.770823195		False	False			227			2026/06/30 12:50:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:50:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280798931	-76.1495831888	9930564.20373345	372079.168743743		False	False			227.3			2026/06/30 12:50:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:50:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280784681	-76.1495703645	9930564.36158481	372080.595936562		False	False			227.93			2026/06/30 12:50:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:50:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280935556	-76.1495346576	9930562.69449696	372084.570155292		False	False			228.44			2026/06/30 12:51:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:51:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280611176	-76.1495495774	9930566.28023612	372082.908929028		False	False			226.83			2026/06/30 12:51:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:51:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280735228	-76.149543291	9930564.90896322	372083.608849586		False	False			228.65			2026/06/30 12:51:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:51:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280622911	-76.1495107692	9930566.15145265	372087.227955749		False	False			228.82			2026/06/30 12:52:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:52:15		
TRACK	2026-06-30 17:48:08	T1	-0.6280926336	-76.1494903173	9930562.79751186	372089.504803196		False	False			228.02			2026/06/30 12:52:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:52:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280510593	-76.1494952627	9930567.3935366	372088.953414442		False	False			228.05			2026/06/30 12:52:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:52:55		
TRACK	2026-06-30 17:48:08	T1	-0.6280897837	-76.1493971944	9930563.11485509	372099.868461716		False	False			226.86			2026/06/30 12:53:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:53:15		
TRACK	2026-06-30 17:48:08	T1	-0.628073439	-76.1493888963	9930564.92200676	372100.791566995		False	False			225.84			2026/06/30 12:53:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:53:35		
TRACK	2026-06-30 17:48:08	T1	-0.6280026957	-76.1493688636	9930572.74335051	372103.019303496		False	False			226.25			2026/06/30 12:53:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:53:55		
TRACK	2026-06-30 17:48:08	T1	-0.6279178709	-76.1493466515	9930582.12149342	372105.489245259		False	False			224.91			2026/06/30 12:54:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:54:15		
TRACK	2026-06-30 17:48:08	T1	-0.6278989278	-76.1493085977	9930584.21663284	372109.723825006		False	False			223.85			2026/06/30 12:54:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:54:35		
TRACK	2026-06-30 17:48:08	T1	-0.6278953236	-76.1493092682	9930584.61506999	372109.649116881		False	False			223.11			2026/06/30 12:54:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:54:55		
TRACK	2026-06-30 17:48:08	T1	-0.6278957427	-76.149301976	9930584.56891583	372110.460682283		False	False			224.28			2026/06/30 12:55:15+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:55:15		
TRACK	2026-06-30 17:48:08	T1	-0.6279030349	-76.1493378505	9930583.76186664	372106.468355522		False	False			224.36			2026/06/30 12:55:35+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:55:35		
TRACK	2026-06-30 17:48:08	T1	-0.6279441901	-76.1493123695	9930579.21267719	372109.305158293		False	False			224.64			2026/06/30 12:55:55+00	garmin GPSMAP 65 Software Version 460		2026/06/30 07:55:55		
