type	tident	ident	Latitude	Longitude	y_proj	x_proj	comment	new_trk	new_seg	display	color	altitude	depth	temp	time	model	filename	ltime	desc	link
TRACK	2026-07-10 18:00:19	T1	-0.6261114869	-76.1517945025	9930781.76209152	371833.021742383		False	False			273.53			2026/07/10 17:35:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:35:51		
TRACK	2026-07-10 18:00:19	T1	-0.6261745188	-76.15179752	9930774.79367346	371832.687452835		False	False			273.02			2026/07/10 17:36:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:36:11		
TRACK	2026-07-10 18:00:19	T1	-0.6262352038	-76.151749827	9930768.08595155	371837.996728326		False	False			271.7			2026/07/10 17:36:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:36:31		
TRACK	2026-07-10 18:00:19	T1	-0.6262645405	-76.1517376732	9930764.84299858	371839.350049448		False	False			271.5			2026/07/10 17:36:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:36:51		
TRACK	2026-07-10 18:00:19	T1	-0.626318939	-76.1517066602	9930758.82985826	371842.802838463		False	False			271.26			2026/07/10 17:37:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:37:11		
TRACK	2026-07-10 18:00:19	T1	-0.6263366248	-76.151693752	9930756.87496177	371844.23983447		False	False			271.31			2026/07/10 17:37:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:37:31		
TRACK	2026-07-10 18:00:19	T1	-0.6263339426	-76.1517154612	9930757.17095515	371841.82373099		False	False			271.14			2026/07/10 17:37:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:37:51		
TRACK	2026-07-10 18:00:19	T1	-0.6263070367	-76.1517209932	9930760.14533862	371841.20741556		False	False			271.19			2026/07/10 17:38:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:38:11		
TRACK	2026-07-10 18:00:19	T1	-0.6262797955	-76.1517370865	9930763.15653212	371839.41571447		False	False			271.16			2026/07/10 17:38:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:38:31		
TRACK	2026-07-10 18:00:19	T1	-0.6262665521	-76.1517204065	9930764.62103312	371841.271726459		False	False			270.94			2026/07/10 17:38:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:38:51		
TRACK	2026-07-10 18:00:19	T1	-0.626247609	-76.1517522577	9930766.71446426	371837.72651467		False	False			270.85			2026/07/10 17:39:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:39:11		
TRACK	2026-07-10 18:00:19	T1	-0.6262695696	-76.1517069954	9930764.28776844	371842.764334355		False	False			270.73			2026/07/10 17:39:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:39:31		
TRACK	2026-07-10 18:00:19	T1	-0.6263131555	-76.1517141201	9930759.46905711	371841.972478311		False	False			270.66			2026/07/10 17:39:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:39:51		
TRACK	2026-07-10 18:00:19	T1	-0.6263765227	-76.1516965181	9930752.46407525	371843.932961829		False	False			270.34			2026/07/10 17:40:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:40:11		
TRACK	2026-07-10 18:00:19	T1	-0.6263737567	-76.1517017987	9930752.76973474	371843.345211438		False	False			270.06			2026/07/10 17:40:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:40:31		
TRACK	2026-07-10 18:00:19	T1	-0.6264072843	-76.151690986	9930749.06343394	371844.549382118		False	False			269.81			2026/07/10 17:40:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:40:51		
TRACK	2026-07-10 18:00:19	T1	-0.6264584977	-76.151684029	9930743.40182667	371845.324877925		False	False			269.87			2026/07/10 17:41:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:41:11		
TRACK	2026-07-10 18:00:19	T1	-0.6264950428	-76.1516828556	9930739.36169748	371845.456354824		False	False			269.46			2026/07/10 17:41:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:41:31		
TRACK	2026-07-10 18:00:19	T1	-0.6264967192	-76.1516964342	9930739.17603482	371843.945219808		False	False			269.34			2026/07/10 17:41:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:41:51		
TRACK	2026-07-10 18:00:19	T1	-0.6265337672	-76.1516781617	9930735.08072701	371845.979684642		False	False			269.93			2026/07/10 17:42:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:42:11		
TRACK	2026-07-10 18:00:19	T1	-0.626601493	-76.151657626	9930727.59396234	371848.266768831		False	False			270.84			2026/07/10 17:42:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:42:31		
TRACK	2026-07-10 18:00:19	T1	-0.6266591605	-76.1516258586	9930721.21944437	371851.80359552		False	False			271.6			2026/07/10 17:42:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:42:51		
TRACK	2026-07-10 18:00:19	T1	-0.6267152354	-76.151584452	9930715.02122854	371856.413139476		False	False			272.81			2026/07/10 17:43:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:43:11		
TRACK	2026-07-10 18:00:19	T1	-0.6267702207	-76.1515391059	9930708.94356744	371861.461087687		False	False			273.93			2026/07/10 17:43:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:43:31		
TRACK	2026-07-10 18:00:19	T1	-0.6268214341	-76.151508512	9930703.282539	371864.867157492		False	False			274.09			2026/07/10 17:43:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:43:51		
TRACK	2026-07-10 18:00:19	T1	-0.6268616673	-76.1514588073	9930698.83586856	371870.399819778		False	False			272.54			2026/07/10 17:44:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:44:11		
TRACK	2026-07-10 18:00:19	T1	-0.6268413831	-76.1513771676	9930701.08033841	371879.48508774		False	False			270.43			2026/07/10 17:44:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:44:31		
TRACK	2026-07-10 18:00:19	T1	-0.6268641818	-76.1513120402	9930698.56147553	371886.733732978		False	False			268.46			2026/07/10 17:44:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:44:51		
TRACK	2026-07-10 18:00:19	T1	-0.6268678699	-76.1513124593	9930698.15373607	371886.687180586		False	False			267.9			2026/07/10 17:45:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:45:11		
TRACK	2026-07-10 18:00:19	T1	-0.6268665288	-76.1513035744	9930698.30221563	371887.675957047		False	False			267.67			2026/07/10 17:45:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:45:31		
TRACK	2026-07-10 18:00:19	T1	-0.6269047502	-76.15131028	9930694.07657478	371886.930613478		False	False			267.4			2026/07/10 17:45:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:45:51		
TRACK	2026-07-10 18:00:19	T1	-0.6268783472	-76.1512993835	9930696.99576284	371888.142653611		False	False			267.21			2026/07/10 17:46:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:46:11		
TRACK	2026-07-10 18:00:19	T1	-0.6268283073	-76.151307011	9930702.52761936	371887.292565488		False	False			267.05			2026/07/10 17:46:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:46:31		
TRACK	2026-07-10 18:00:19	T1	-0.6268559676	-76.1513045803	9930699.46975958	371887.563752754		False	False			266.96			2026/07/10 17:46:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:46:51		
TRACK	2026-07-10 18:00:19	T1	-0.6268862262	-76.151304245	9930696.12459961	371887.601804129		False	False			266.83			2026/07/10 17:47:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:47:11		
TRACK	2026-07-10 18:00:19	T1	-0.6268823706	-76.1513127945	9930696.55063716	371886.650228338		False	False			266.79			2026/07/10 17:47:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:47:31		
TRACK	2026-07-10 18:00:19	T1	-0.6268880703	-76.1513063405	9930695.9206782	371887.368638749		False	False			266.65			2026/07/10 17:47:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:47:51		
TRACK	2026-07-10 18:00:19	T1	-0.6269262917	-76.1513323244	9930691.69456555	371884.477794694		False	False			266.64			2026/07/10 17:48:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:48:11		
TRACK	2026-07-10 18:00:19	T1	-0.6268717255	-76.1513415445	9930697.72677757	371883.450354426		False	False			266.47			2026/07/10 17:48:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:48:31		
TRACK	2026-07-10 18:00:19	T1	-0.6268907525	-76.1513293069	9930695.62359189	371884.812751223		False	False			266.24			2026/07/10 17:48:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:48:51		
TRACK	2026-07-10 18:00:19	T1	-0.6268867292	-76.1513046641	9930696.06898137	371887.555174316		False	False			266.23			2026/07/10 17:49:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:49:11		
TRACK	2026-07-10 18:00:19	T1	-0.626871055	-76.1512998864	9930697.80192251	371888.086508131		False	False			266.13			2026/07/10 17:49:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:49:31		
TRACK	2026-07-10 18:00:19	T1	-0.6268329173	-76.1513145547	9930702.01778709	371886.45313191		False	False			265.98			2026/07/10 17:49:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:49:51		
TRACK	2026-07-10 18:00:19	T1	-0.6268177461	-76.1512790993	9930703.69587086	371890.398628721		False	False			265.95			2026/07/10 17:50:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:50:11		
TRACK	2026-07-10 18:00:19	T1	-0.626818249	-76.1512742378	9930703.64039288	371890.939681951		False	False			265.84			2026/07/10 17:50:31+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:50:31		
TRACK	2026-07-10 18:00:19	T1	-0.6268186681	-76.1512335856	9930703.5950549	371895.4639145		False	False			265.65			2026/07/10 17:50:51+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:50:51		
TRACK	2026-07-10 18:00:19	T1	-0.6268508546	-76.1512236111	9930700.03699643	371896.574768449		False	False			265.63			2026/07/10 17:51:11+00	garmin GPSMAP 64sc WW Software Version 290		2026/07/10 12:51:11		
