MonitorID,CameraID,DeploymentPeriodID,VideoID,Date,Time,CommonName,ScientificName,NumberOfIndividuals,IdentifiedBy,NeedsReview,Notes
MON01,NWJ20,DP20260607TO20260614,DSCF0027,6/9/2026,11:47,Pale-winged Trumpeter,Psophia leucoptera,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0028,6/9/2026,12:05,Pale-winged Trumpeter,Psophia leucoptera,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0030,6/9/2026,20:11,Nine Banded Armadillo,Dasypus novemcinctus,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0031,6/10/2026,6:29,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0032,6/10/2026,6:29,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0033,6/10/2026,6:30,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0034,6/10/2026,6:30,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0035,6/10/2026,6:30,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0036,6/10/2026,6:31,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0037,6/10/2026,6:33,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0038,6/10/2026,6:35,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0039,6/10/2026,6:37,Pale-winged Trumpeter,Psophia leucoptera,3,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0040,6/10/2026,6:38,Pale-winged Trumpeter,Psophia leucoptera,3,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0041,6/10/2026,6:40,Pale-winged Trumpeter,Psophia leucoptera,3,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0042,6/10/2026,6:40,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0043,6/10/2026,6:40,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0044,6/10/2026,6:40,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0004,6/8/2026,6:14,Spix's Guan,Penelope jacquacu,2,Addy Shultz,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0006,6/9/2026,8:49,Salvin's Curassow,Mitu salvini,2,Addy Shultz,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0007,6/9/2026,8:49,Salvin's Curassow,Mitu salvini,1,Addy Shultz,FALSE,Same bird as row above I think
MON02,NWJ01,DP20260607TO20260614,DSCF0004,6/7/2026,9:57,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0045,6/10/2026,6:41,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0046,6/10/2026,14:53,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0010,6/10/2026,11:26,Zamora Red Brocket,Mazama zamora,1,Addy Shultz,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0052,6/11/2026,23:10,Mouse,N/A,1,Nico Jaworski,TRUE,Little mouse in night vision
MON01,NWJ20,DP20260607TO20260614,DSCF0053,6/12/2026,3:16,Nine Banded Armadillo,Dasypus novemcinctus,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0054,6/12/2026,17:11,Green Acouchi,Myoprocta pratti,1,Nico Jaworski,FALSE,"Might be a young black agouti, but Carlos thinks its probably a green acouchi"
MON01,NWJ20,DP20260607TO20260614,DSCF0055,6/12/2026,17:11,Green Acouchi,Myoprocta pratti,1,Nico Jaworski,FALSE,In bottom of frame for a second
MON03,NWJ15,DP20260607TO20260614,DSCF0011,6/11/2026,1:42,Mouse,N/A,1,Addy Shultz,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0005,6/7/2026,14:56,Grey-Fronted Dove,Leptotilla Rufaxilla,2,Connor Munro,TRUE,
MON03,NWJ15,DP20260607TO20260614,DSCF0012,6/11/2026,4:57,Mouse,N/A,1,Addy Shultz,TRUE,
MON01,NWJ20,DP20260607TO20260614,DSCF0057,6/12/2026,17:14,Green Acouchi,Myoprocta pratti,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0058,6/13/2026,2:47,Nine Banded Armadillo,Dasypus novemcinctus,1,Nico Jaworski,FALSE,in frame for a quick second at the begining of the video
MON01,NWJ20,DP20260607TO20260614,DSCF0059,6/13/2026,5:00,Common Black-eared Opossum,Didelphis marsupialis,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0060,6/13/2026,5:01,Common Black-eared Opossum,Didelphis marsupialis,1,Nico Jaworski,FALSE,tail in frame from capture just before
MON01,NWJ20,DP20260607TO20260614,DSCF0061,6/13/2026,5:24,Common Black-eared Opossum,Didelphis marsupialis,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0062,6/13/2026,11:04,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0013,6/11/2026,7:36,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0006,6/7/2026,14:59,Grey-Fronted Dove,Leptotilla Rufaxilla ,1,Connor Munro,TRUE,Same as previous grey fronted dove sighting
MON03,NWJ15,DP20260607TO20260614,DSCF0014,6/11/2026,15:45,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0015,6/11/2026,22:24,Mouse,N/A,1,Addy Shultz,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0017,6/8/2026,9:19,Green Acouchi,Myoprocta pratti,1,Connor Munro,TRUE,
MON03,NWJ15,DP20260607TO20260614,DSCF0016,6/12/2026,2:52,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0063,6/13/2026,11:04,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0064,6/13/2026,11:05,Pale-winged Trumpeter,Psophia leucoptera,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0065,6/13/2026,12:24,Pale-winged Trumpeter,Psophia leucoptera,1,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0066,6/13/2026,12:26,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0067,6/13/2026,12:27,Pale-winged Trumpeter,Psophia leucoptera,2,Nico Jaworski,FALSE,
MON01,NWJ20,DP20260607TO20260614,DSCF0068,6/13/2026,12:27,Pale-winged Trumpeter,Psophia leucoptera,1,Nico Jaworski,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0018,6/8/2026,12:25,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0022,6/8/2026,19:14,Lowland Tapir,Tapirus terrestris,1,Connor Munro,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0017,6/12/2026,3:04,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0018,6/12/2026,3:05,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,FALSE,
MON03,NWJ15,DP20260607TO20260614,DSCF0019,6/13/2026,5:01,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,TRUE,Nico thinks it is an opossum
MON03,NWJ15,DP20260607TO20260614,DSCF0020,6/13/2026,20:49,Common black-eared Opossum,Didelphis marsupialis,1,Addy Shultz,FALSE,Same possum
MON03,NWJ15,DP20260607TO20260614,DSCF0021,6/13/2026,20:49,Common black-eared Opossum,Didelphis marsupialis,1,Addy Shultz,FALSE,Same possum
MON03,NWJ15,DP20260607TO20260614,DSCF0022,6/13/2026,20:49,Common black-eared Opossum,Didelphis marsupialis,1,Addy Shultz,FALSE,Same possum
MON04,NWJ11,DP20260607TO20260614,DSCF0002,6/7/2026,18:45,Ocelot,Lepardus paradalis,1,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0003,6/9/2026,2:16,Mouse,N/A,1,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0004,6/10/2026,16:53,Nocturnal Currassow,Nothocrax urumutum,2,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0005,6/10/2026,16:53,Nocturnal Currassow,Nothocrax urumutum,2,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0006,6/11/2026,9:31,Green Acouchi,Myoprocta pratti,1,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0008,6/11/2026,17:56,Nocturnal Currassow,Nothocrax urumutum,1,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0010,6/11/2026,17:57,Nocturnal Currassow,Nothocrax urumutum,1,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0011,6/11/2026,17:57,Nocturnal Currassow,Nothocrax urumutum,1,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0012,6/11/2026,17:57,Nocturnal Currassow,Nothocrax urumutum,1,Nico Jaworski,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0024,6/8/2026,21:07,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0025,6/8/2026,21:07,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,same as above 
MON02,NWJ01,DP20260607TO20260614,DSCF0028,6/8/2026,22:03,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0029,6/8/2026,22:03,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,Same as above
MON02,NWJ01,DP20260607TO20260614,DSCF0029,6/8/2026,22:03,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,Same as above
MON02,NWJ01,DP20260607TO20260614,DSCF0032,6/9/2026,6:42,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0033,6/9/2026,15:50,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0035,6/9/2026,12:03,Grey-Fronted Dove,Leptotilla Rufaxilla ,1,Connor Munro,TRUE,
MON05,NWJ13,DP20260607TO20260614,DSCF0011,6/8/2026,6:43,Salvin's Curassow,Mitu salvini,1,Addy Shultz,FALSE,Same bird
MON05,NWJ13,DP20260607TO20260614,DSCF0012,6/8/2026,6:43,Salvin's Curassow,Mitu salvini,1,Addy Shultz,FALSE,Same bird
MON05,NWJ13,DP20260607TO20260614,DSCF0013,6/8/2026,6:43,Salvin's Curassow,Mitu salvini,1,Addy Shultz,FALSE,Same bird
MON05,NWJ13,DP20260607TO20260614,DSCF0014,6/8/2026,6:44,Salvin's Curassow,Mitu salvini,1,Addy Shultz,FALSE,Same bird
MON05,NWJ13,DP20260607TO20260614,DSCF0015,6/8/2026,6:44,Salvin's Curassow,Mitu salvini,1,Addy Shultz,FALSE,Same bird
MON05,NWJ13,DP20260607TO20260614,DSCF0017,6/9/2026,2:40,Mouse,N/A,1,Addy Shultz,FALSE,
MON05,NWJ13,DP20260607TO20260614,DSCF0019,6/11/2026,5:51,Mammal,N/A,1,Addy Shultz,FALSE,"Maybe paca, maybe tamandua, maybe something else"
MON05,NWJ13,DP20260607TO20260614,DSCF0021,6/11/2026,12:12,Southern Tamandua,Tamandua tetradactyla,1,Addy Shultz,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0036,6/10/2026,12:04,Grey-Fronted Dove,Leptotilla Rufaxilla ,1,Connor Munro,TRUE,Same as DSCF0035
MON04,NWJ11,DP20260607TO20260614,DSCF0013,6/11/2026,17:57,Nocturnal Currassow,Nothocrax urumutum,3,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0014,6/11/2026,17:57,Nocturnal Currassow,Nothocrax urumutum,3,Nico Jaworski,FALSE,Same as DSCF0013
MON04,NWJ11,DP20260607TO20260614,DSCF0015,6/11/2026,17:58,Nocturnal Currassow,Nothocrax urumutum,2,Nico Jaworski,FALSE,Same as DSCF0013
MON04,NWJ11,DP20260607TO20260614,DSCF0016,6/11/2026,18:13,Nocturnal Currassow,Nothocrax urumutum,1,Nico Jaworski,FALSE,Same as DSCF0016
MON04,NWJ11,DP20260607TO20260614,DSCF0017,6/11/2026,18:13,Nocturnal Currassow,Nothocrax urumutum,3,Nico Jaworski,FALSE,Same as DSCF0016
MON04,NWJ11,DP20260607TO20260614,DSCF0018,6/11/2026,18:15,Nocturnal Currassow,Nothocrax urumutum,1,Nico Jaworski,FALSE,Same as DSCF0016
MON04,NWJ11,DP20260607TO20260614,DSCF0019,6/12/2026,5:33,Southern Tamandua,Tamandua tetradactyla,2,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0020,6/12/2026,6:10,Green Acouchi,Myoprocta pratti,2,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0021,6/12/2026,6:10,Green Acouchi,Myoprocta pratti,2,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0022,6/12/2026,6:10,Green Acouchi,Myoprocta pratti,2,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0023,6/12/2026,7:01,Green Acouchi,Myoprocta pratti,2,Nico Jaworski,FALSE,
MON04,NWJ11,DP20260607TO20260614,DSCF0024,6/14/2026,1:04,Mouse,N/A,1,Nico Jaworski,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0037,6/10/2026,12:04,Grey-Fronted Dove,Leptotilla Rufaxilla ,1,Connor Munro,TRUE,Same as DSCF0036
MON02,NWJ01,DP20260607TO20260614,DSCF0038,6/10/2026,17:05,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0040,6/10/2026,19:27,American Red Brocket,Mazama american,1,Connor Munro,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0042,6/11/2026,2:36,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0043,6/11/2026,2:36,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,Same as DSCF0042
MON02,NWJ01,DP20260607TO20260614,DSCF0044,6/11/2026,12:16,Ocelot,Leopardus pardalis,2,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0046,6/11/2026,12:24,White Throated Tinamou,Tianmus guttatus,1,Connor Munro,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0047,6/11/2026,12:25,White Throated Tinamou,Tianmus guttatus,2,Connor Munro,TRUE,
MON06,NWJ08,DP20260607TO20260614,DSCF0005,6/8/2026,13:59,Black Agouti,Dasyprocta fuliginosa,1,Nico Jaworski,FALSE,"Saw 4 legs and a black body behind some plants, so pretty sure"
MON06,NWJ08,DP20260607TO20260614,DSCF0006,6/9/2026,5:38,Mouse,N/A,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0007,6/9/2026,5:39,Mouse,N/A,1,Nico Jaworski,FALSE,Same as DSCF0006
MON06,NWJ08,DP20260607TO20260614,DSCF0008,6/9/2026,9:49,Black Agouti,Dasyprocta fuliginosa,1,Nico Jaworski,FALSE,
MON05,NWJ13,DP20260607TO20260614,DSCF0022,6/12/2026,2:43,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,FALSE,
MON05,NWJ13,DP20260607TO20260614,DSCF0023,6/12/2026,2:44,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,FALSE,Same as DSCF0022
MON05,NWJ13,DP20260607TO20260614,DSCF0024,6/12/2026,2:44,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,FALSE,Same as DSCF0022
MON05,NWJ13,DP20260607TO20260614,DSCF0025,6/12/2026,2:44,Nine-banded Armadillo,Dasypus novemcinctus,1,Addy Shultz,FALSE,Same as DSCF0022
MON05,NWJ13,DP20260607TO20260614,DSCF0027,6/12/2026,17:03,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,Same as DSCF0022
MON02,NWJ01,DP20260607TO20260614,DSCF0048,6/11/2026,16:23,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0009,6/9/2026,21:57,Mouse,N/A,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0010,6/10/2026,19:02,Mouse,N/A,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0011,6/10/2026,20:02,Lowland Paca,Cuniculus paca,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0012,6/13/2026,5:42,Southern Tamandua,Tamandua tetradactyla,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0013,6/13/2026,5:43,Southern Tamandua,Tamandua tetradactyla,1,Nico Jaworski,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0050,6/11/2026,21:10,Lowland Tapir,Tapirus terrestris,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0051,6/11/2026,21:10,Lowland Tapir,Tapirus terrestris,1,Connor Munro,FALSE,Same as DSCF0050
MON02,NWJ01,DP20260607TO20260614,DSCF0053,6/12/2026,11:01,Dove ,N/A,1,Connor Munro,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0055,6/12/2026,21:58,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0056,6/12/2026,21:59,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0057,6/12/2026,22:45,Mouse,N/A,1,Connor Munro,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0058,6/13/2026,7:33,Grey-Fronted Dove,Leptotilla Rufaxilla,1,Connor Munro,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0059,6/13/2026,14:01,Nocturnal Currassow,Nothocrax urumutum,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0060,6/13/2026,14:02,Nocturnal Currassow,Nothocrax urumutum,2,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0061,6/13/2026,14:02,Nocturnal Currassow,Nothocrax urumutum,3,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0062,6/13/2026,19:25,Common black-eared Opossum,Didelphis marsupialis,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0063,6/13/2026,19:35,Mouse,N/A,1,Connor Munro,TRUE,
MON02,NWJ01,DP20260607TO20260614,DSCF0064,6/14/2026,7:32,Variegated Tinamou,Crypturellus variegatus,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0065,6/14/2026,7:32,Variegated Tinamou,Crypturellus variegatus,1,Connor Munro,FALSE,
MON02,NWJ01,DP20260607TO20260614,DSCF0066,6/14/2026,7:32,Variegated Tinamou,Crypturellus variegatus,1,Connor Munro,FALSE,
MON07,NWJ16,DP20260607TO20260614,DSCF0011,6/7/2026,18:50,?,N/A,N/A,Connor Munro,TRUE,Couldn't find in video
MON07,NWJ16,DP20260607TO20260614,DSCF0012,6/7/2026,18:51,?,N/A,N/A,Connor Munro,TRUE,Same as above (couldn't find)
MON07,NWJ16,DP20260607TO20260614,DSCF0013,6/7/2026,18:56,?,N/A,N/A,Connor Munro,TRUE,Same as above (couldn't find)
MON07,NWJ16,DP20260607TO20260614,DSCF0023,6/7/2026,20:58,Common black-eared Opossum,Didelphis marsupialis,1,Connor Munro,FALSE,
MON07,NWJ16,DP20260607TO20260614,DSCF0024,6/7/2026,20:58,Common black-eared Opossum,Didelphis marsupialis,1,Connor Munro,FALSE,
MON07,NWJ16,DP20260607TO20260614,DSCF0030,6/7/2026,23:56,Amercian Red Brocket,Mazama americana,1,Connor Munro,TRUE,Not 100% sure which deer
MON07,NWJ16,DP20260607TO20260614,DSCF0035,6/8/2026,4:03,Southern Tamandua,Tamandua tetradactyla,1,Connor Munro,FALSE,
MON07,NWJ16,DP20260607TO20260614,DSCF0037,6/8/2026,7:54,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON07,NWJ16,DP20260607TO20260614,DSCF0039,6/8/2026,10:09,Collared Pecary,Dicotyles tajacu,7,Connor Munro,TRUE,Most likely more individuals
MON07,NWJ16,DP20260607TO20260614,DSCF0040,6/8/2026,10:09,Collared Pecary,Dicotyles tajacu,10,Connor Munro,TRUE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0041,6/8/2026,10:09,Collared Pecary,Dicotyles tajacu,11,Connor Munro,TRUE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0042,6/8/2026,10:10,Collared Pecary,Dicotyles tajacu,8,Connor Munro,FALSE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0043,6/8/2026,10:10,Collared Pecary,Dicotyles tajacu,8,Connor Munro,FALSE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0044,6/8/2026,10:10,Collared Pecary,Dicotyles tajacu,6,Connor Munro,FALSE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0045,6/8/2026,10:10,Collared Pecary,Dicotyles tajacu,4,Connor Munro,FALSE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0046,6/8/2026,10:10,Collared Pecary,Dicotyles tajacu,3,Connor Munro,FALSE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0047,6/8/2026,10:11,Collared Pecary,Dicotyles tajacu,3,Connor Munro,FALSE,Same as above 
MON07,NWJ16,DP20260607TO20260614,DSCF0048,6/8/2026,10:11,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,Same as above
MON07,NWJ16,DP20260607TO20260614,DSCF0050,6/9/2026,6:15,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON07,NWJ16,DP20260607TO20260614,DSCF0053,6/11/2026,8:50,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,TRUE,
MON07,NWJ16,DP20260607TO20260614,DSCF0054,6/11/2026,8:51,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,TRUE,
MON07,NWJ16,DP20260607TO20260614,DSCF0055,6/11/2026,21:41,American Red Brocket,Mazama americana,1,Connor Munro,TRUE,Not 100% sure which deer
MON07,NWJ16,DP20260607TO20260614,DSCF0057,6/12/2026,19:05,Mouse,N/A,1,Connor Munro,TRUE,
MON08,NWJ05,DP20260607TO20260614,DSCF0006,6/8/2026,11:08,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0007,6/8/2026,11:08,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0009,6/8/2026,17:49,Bird,N/A,1,Connor Munro,TRUE,
MON08,NWJ05,DP20260607TO20260614,DSCF0011,6/11/2026,7:44,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0012,6/11/2026,7:44,Salvin's Curassow,Mitu salvini,3,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0013,6/11/2026,7:44,Salvin's Curassow,Mitu salvini,3,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0014,6/11/2026,7:44,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0015,6/11/2026,7:45,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0016,6/11/2026,7:45,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0017,6/11/2026,7:45,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0018,6/11/2026,7:46,None,N/A,N/A,Connor Munro,TRUE,No individual found
MON08,NWJ05,DP20260607TO20260614,DSCF0019,6/11/2026,21:58,Mouse,N/A,1,Connor Munro,TRUE,
MON08,NWJ05,DP20260607TO20260614,DSCF0021,6/12/2026,2:58,American Red Brocket,Mazama americana,1,Connor Munro,TRUE,Not 100% sure
MON08,NWJ05,DP20260607TO20260614,DSCF0022,6/12/2026,2:59,American Red Brocket,Mazama americana,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0027,6/12/2026,10:28,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0028,6/12/2026,10:28,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0029,6/12/2026,12:20,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0030,6/12/2026,12:21,Pale-winged Trumpeter,Psophia leucoptera,2,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0031,6/12/2026,12:21,Pale-winged Trumpeter,Psophia leucoptera,2,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0032,6/12/2026,12:21,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0033,6/12/2026,12:21,Pale-winged Trumpeter,Psophia leucoptera,3,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0034,6/12/2026,12:22,Pale-winged Trumpeter,Psophia leucoptera,3,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0035,6/12/2026,12:22,Pale-winged Trumpeter,Psophia leucoptera,3,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0036,6/12/2026,12:22,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0038,6/12/2026,12:24,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
