MonitorID,CameraID,DeploymentPeriodID,VideoID,Date,Time,CommonName,ScientificName,NumberOfIndividuals,IdentifiedBy,NeedsReview,Notes
MON16,NWJ17,DP20260615TO20260621,DSCF0001,6/15/2026,20:59,Nine-banded armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0003,6/16/2026,6:03,Puma,Puma concolor,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0006,6/17/2026,8:33,Grey-Winged Trumpeter,Psophia crepitans,2,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0008,6/18/2026,3:06,Common Black-eared Opossum,Didelphis marsupialis,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0009,6/18/2026,6:47,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0010,6/18/2026,8:13,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0013,6/18/2026,23:19,Common Black-eared Opossum,Didelphis marsupialis,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0014,6/20/2026,0:35,Nine-banded armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0015,6/20/2026,7:37,Grey-Winged Trumpeter,Psophia crepitans,4,Connor Munro,FALSE,
MON16,NWJ17,DP20260615TO20260621,DSCF0016,6/20/2026,7:38,Grey-Winged Trumpeter,Psophia crepitans,2,Connor Munro,FALSE,
MON17,NWJ18,DP20260615TO20260621,DSCF0006,6/16/2026,7:34,Grey-Winged Trumpeter,Psophia crepitans,3,Connor Munro,FALSE,
MON18,NWJ14,DP20260615TO20260621,DSCF0002,6/17/2026,6:59,Grey-Winged Trumpeter,Psophia crepitans,4,Connor Munro,FALSE,
MON18,NWJ14,DP20260615TO20260621,DSCF0004,6/21/2026,3:08,Mouse,N/A,1,Connor Munro,TRUE,
MON18,NWJ14,DP20260615TO20260621,DSCF0005,6/21/2026,4:02,Mouse,N/A,3,Connor Munro,FALSE,possibly accouchis w/baby
MON19,NWJ04,DP20260615TO20260621,DSCF0005,6/15/2026,21:25,Nine-banded armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0006,6/16/2026,10:00,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0007,6/16/2026,17:57,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0009,6/17/2026,15:28,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0010,6/17/2026,16:18,Lizard,N/A,1,Connor Munro,TRUE,
MON19,NWJ04,DP20260615TO20260621,DSCF0011,6/17/2026,16:33,Ocelot,Leopardus pardalis,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0012,6/17/2026,16:33,Ocelot,Leopardus pardalis,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0013,6/17/2026,16:33,Ocelot,Leopardus pardalis,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0014,6/18/2026,6:14,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0015,6/19/2026,6:04,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0016,6/19/2026,6:04,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0017,6/20/2026,8:10,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0018,6/20/2026,8:11,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0019,6/20/2026,8:11,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0020,6/20/2026,8:11,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0021,6/20/2026,8:11,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0022,6/20/2026,8:12,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0023,6/20/2026,8:12,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0024,6/20/2026,8:12,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0025,6/20/2026,8:13,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0026,6/20/2026,8:13,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0027,6/20/2026,8:14,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0028,6/20/2026,8:14,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0029,6/20/2026,8:14,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0030,6/20/2026,8:14,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0031,6/20/2026,8:15,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0032,6/20/2026,8:16,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0033,6/20/2026,8:16,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0034,6/20/2026,8:17,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON19,NWJ04,DP20260615TO20260621,DSCF0035,6/20/2026,11:29,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0006,6/16/2026,18:07,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0007,6/16/2026,19:58,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0009,6/17/2026,0:35,Mouse,N/A,1,Connor Munro,TRUE,
MON20,NWJ03,DP20260615TO20260621,DSCF0010,6/17/2026,9:01,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0013,6/18/2026,6:07,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0014,6/18/2026,6:08,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0015,6/18/2026,8:19,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0017,6/18/2026,9:05,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0018,6/19/2026,4:31,Mouse,N/A,1,Connor Munro,TRUE,
MON20,NWJ03,DP20260615TO20260621,DSCF0019,6/19/2026,6:00,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0023,6/21/2026,2:10,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0024,6/21/2026,3:48,Mouse,N/A,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0026,6/21/2026,9:39,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON20,NWJ03,DP20260615TO20260621,DSCF0027,6/21/2026,9:39,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
